ranker,player,pos,age,team_id,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
40,Darius Bazley,PF,21,OKC,69,53,27.9,4.0,9.4,.422,1.2,3.9,.297,2.8,5.5,.511,.484,1.7,2.5,.688,1.0,5.3,6.3,1.4,0.8,1.0,1.3,1.0,10.8
41,Bradley Beal,SG,28,WAS,40,40,36.0,8.7,19.3,.451,1.6,5.3,.300,7.1,14.0,.508,.492,4.2,5.1,.833,1.0,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2
42,Malik Beasley,SG,25,MIN,79,18,25.0,4.2,10.8,.391,3.0,8.1,.377,1.2,2.7,.432,.532,0.6,0.8,.817,0.3,2.5,2.9,1.5,0.5,0.2,0.5,1.1,12.1
43,Jordan Bell,C,27,CHI,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
44,DeAndre' Bembry,SF,27,TOT,56,20,18.3,2.2,3.9,.561,0.3,0.6,.417,1.9,3.3,.589,.595,0.4,0.6,.600,0.8,2.2,2.9,1.2,0.9,0.4,0.6,2.0,5.1
44,DeAndre' Bembry,SF,27,BRK,48,20,19.8,2.5,4.4,.568,0.3,0.8,.417,2.2,3.7,.599,.603,0.4,0.7,.600,0.8,2.4,3.2,1.3,1.0,0.5,0.6,2.2,5.8
44,DeAndre' Bembry,SF,27,MIL,8,0,9.6,0.4,1.0,.375,0.0,0.0,,0.4,1.0,.375,.375,0.0,0.0,,0.5,0.9,1.4,0.8,0.3,0.0,0.1,1.1,0.8
45,Dāvis Bertāns,PF,29,TOT,56,0,14.4,1.8,4.9,.360,1.4,4.1,.335,0.4,0.8,.489,.500,0.6,0.7,.900,0.2,1.9,2.1,0.6,0.3,0.2,0.3,1.5,5.6
45,Dāvis Bertāns,PF,29,WAS,34,0,14.7,1.8,5.0,.351,1.4,4.2,.319,0.4,0.8,.519,.485,0.8,0.9,.933,0.2,1.6,1.8,0.5,0.3,0.2,0.4,1.6,5.7
45,Dāvis Bertāns,PF,29,DAL,22,0,13.9,1.8,4.7,.375,1.4,3.9,.360,0.4,0.8,.444,.524,0.4,0.5,.800,0.3,2.3,2.5,0.7,0.3,0.3,0.2,1.4,5.3
46,Patrick Beverley,PG,33,MIN,58,54,25.4,3.1,7.5,.406,1.4,4.2,.343,1.6,3.3,.485,.501,1.7,2.3,.722,1.1,3.1,4.1,4.6,1.2,0.9,1.3,3.0,9.2
47,Saddiq Bey,SF,22,DET,82,82,33.0,5.5,13.9,.396,2.6,7.4,.346,2.9,6.4,.454,.489,2.6,3.1,.827,1.3,4.1,5.4,2.8,0.9,0.2,1.2,1.6,16.1
48,Khem Birch,C,29,TOR,55,28,18.0,1.8,3.6,.485,0.0,0.3,.000,1.8,3.4,.522,.485,1.0,1.3,.746,2.2,2.1,4.3,1.0,0.5,0.5,0.5,1.9,4.5
49,Goga Bitadze,C,22,IND,50,16,14.6,2.6,5.0,.520,0.5,1.6,.288,2.2,3.4,.628,.565,1.3,1.9,.681,1.6,2.0,3.5,1.1,0.4,0.8,0.9,2.1,7.0
50,Bismack Biyombo,C,29,PHO,36,3,14.1,2.4,4.0,.593,0.0,0.0,,2.4,4.0,.593,.593,1.1,2.0,.535,1.8,2.9,4.6,0.6,0.3,0.7,0.7,1.9,5.8
51,Nemanja Bjelica,C,33,GSW,71,0,16.1,2.3,4.8,.468,0.8,2.1,.362,1.5,2.7,.549,.547,0.8,1.1,.728,0.9,3.3,4.1,2.2,0.6,0.4,1.2,1.8,6.1
52,Eric Bledsoe,PG,32,LAC,54,29,25.2,3.6,8.7,.421,0.9,3.0,.313,2.7,5.6,.479,.475,1.6,2.2,.761,0.5,2.9,3.4,4.2,1.3,0.4,2.1,1.6,9.9
53,Keljin Blevins,SF,26,POR,31,1,11.3,1.1,3.6,.306,0.7,2.3,.292,0.4,1.3,.333,.401,0.2,0.4,.545,0.5,0.9,1.5,0.6,0.4,0.0,0.5,0.9,3.1
54,Bogdan Bogdanović,SG,29,ATL,63,27,29.3,5.4,12.6,.431,2.7,7.3,.368,2.7,5.3,.516,.537,1.5,1.8,.843,0.5,3.5,4.0,3.1,1.1,0.2,1.1,2.1,15.1
55,Bojan Bogdanović,PF,32,UTA,69,69,30.9,6.1,13.4,.455,2.6,6.8,.387,3.5,6.7,.524,.552,3.2,3.8,.858,0.8,3.4,4.3,1.7,0.5,0.0,1.7,1.7,18.1
56,Bol Bol,PF,22,DEN,14,0,5.8,1.1,1.9,.556,0.1,0.3,.250,1.0,1.6,.609,.574,0.1,0.4,.400,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4
57,Leandro Bolmaro,SF,21,MIN,35,2,6.9,0.5,1.5,.315,0.1,0.5,.278,0.3,1.0,.333,.361,0.3,0.4,.846,0.5,0.8,1.2,0.6,0.2,0.0,0.4,0.7,1.4
58,Isaac Bonga,SF,22,TOR,15,0,4.6,0.2,0.9,.231,0.1,0.3,.250,0.1,0.6,.222,.269,0.3,0.5,.625,0.3,0.2,0.5,0.3,0.5,0.1,0.1,0.7,0.8
59,Devin Booker,SG,25,PHO,68,68,34.5,9.7,20.9,.466,2.7,7.0,.383,7.0,13.9,.508,.530,4.6,5.3,.868,0.7,4.4,5.0,4.8,1.1,0.4,2.4,2.6,26.8
60,Brandon Boston Jr.,SG,20,LAC,51,0,14.9,2.5,6.4,.385,0.7,2.2,.306,1.8,4.2,.425,.437,1.2,1.4,.819,0.3,1.8,2.2,1.0,0.5,0.3,0.6,0.8,6.7
61,Chris Boucher,SF,29,TOR,80,9,21.1,3.4,7.2,.464,0.9,2.9,.297,2.5,4.4,.575,.523,1.9,2.4,.777,2.2,3.9,6.2,0.3,0.6,0.9,0.5,2.2,9.4
62,James Bouknight,SG,21,CHO,31,0,9.8,1.6,4.5,.348,0.5,1.6,.347,1.0,3.0,.348,.408,0.9,1.0,.871,0.7,1.0,1.7,0.8,0.2,0.0,0.5,0.9,4.6
63,Avery Bradley,SG,31,LAL,62,45,22.7,2.4,5.6,.423,1.3,3.4,.390,1.1,2.3,.471,.540,0.3,0.3,.889,0.5,1.7,2.2,0.8,0.9,0.1,0.6,1.9,6.4
64,Tony Bradley,C,24,CHI,55,7,10.0,1.3,2.2,.585,0.0,0.0,,1.3,2.2,.585,.585,0.3,0.5,.655,1.2,2.2,3.4,0.5,0.2,0.6,0.6,1.1,3.0
65,Ignas Brazdeikis,SF,23,ORL,42,1,12.8,1.9,4.5,.431,0.6,2.1,.310,1.3,2.4,.535,.503,0.5,0.8,.656,0.5,1.2,1.7,0.9,0.2,0.1,0.4,1.1,5.0
66,Mikal Bridges,SF,25,PHO,82,82,34.8,5.6,10.5,.534,1.4,3.8,.369,4.2,6.7,.628,.601,1.6,1.9,.834,0.9,3.3,4.2,2.3,1.2,0.4,0.8,1.8,14.2
67,Miles Bridges,PF,23,CHO,80,80,35.5,7.5,15.2,.491,1.9,5.8,.331,5.5,9.4,.590,.554,3.3,4.2,.802,1.1,5.9,7.0,3.8,0.9,0.8,1.9,2.4,20.2
68,Oshae Brissett,SF,23,IND,67,25,23.3,3.1,7.6,.411,1.2,3.5,.350,1.9,4.0,.465,.493,1.7,2.4,.695,1.6,3.7,5.3,1.1,0.7,0.4,0.8,1.7,9.1
69,Malcolm Brogdon,PG,29,IND,36,36,33.5,6.8,15.1,.448,1.6,5.2,.312,5.1,9.9,.518,.501,4.0,4.6,.856,0.9,4.2,5.1,5.9,0.8,0.4,2.1,2.0,19.1
70,Armoni Brooks,SG-PG,23,TOT,54,11,15.6,1.8,5.4,.339,1.4,4.6,.297,0.4,0.7,.600,.467,0.3,0.4,.857,0.4,1.5,1.9,1.1,0.5,0.2,0.5,1.4,5.3
70,Armoni Brooks,SG,23,HOU,41,8,16.8,2.1,6.1,.347,1.6,5.2,.300,0.6,0.9,.605,.474,0.4,0.5,.842,0.3,1.7,2.0,1.2,0.5,0.2,0.6,1.5,6.2
70,Armoni Brooks,PG,23,TOR,13,3,11.8,0.8,2.9,.289,0.8,2.8,.278,0.1,0.2,.500,.421,0.2,0.2,1.000,0.6,1.1,1.7,1.0,0.5,0.2,0.3,1.1,2.6
71,Dillon Brooks,SF,26,MEM,32,31,27.7,7.1,16.4,.432,1.4,4.7,.309,5.7,11.8,.480,.475,2.8,3.3,.849,0.9,2.3,3.2,2.8,1.1,0.3,1.6,3.3,18.4
72,Bruce Brown,SF,25,BRK,72,45,24.6,3.6,7.0,.506,0.5,1.3,.404,3.0,5.7,.529,.543,1.3,1.8,.758,1.4,3.4,4.8,2.1,1.1,0.7,0.8,2.4,9.0
73,Charlie Brown Jr.,SG,24,TOT,22,2,8.1,0.5,1.8,.256,0.0,0.5,.083,0.4,1.2,.333,.269,0.4,0.5,.900,0.6,0.8,1.5,0.3,0.5,0.2,0.2,0.8,1.4
73,Charlie Brown Jr.,SG,24,DAL,3,0,5.0,0.3,1.7,.200,0.0,1.0,.000,0.3,0.7,.500,.200,0.0,0.0,,0.0,0.3,0.3,0.3,0.7,0.3,0.0,0.7,0.7
73,Charlie Brown Jr.,SG,24,PHI,19,2,8.5,0.5,1.8,.265,0.1,0.5,.111,0.4,1.3,.320,.279,0.5,0.5,.900,0.7,0.9,1.6,0.3,0.4,0.2,0.3,0.8,1.5
74,Chaundee Brown Jr.,SG-SF,23,TOT,5,2,20.8,2.0,6.4,.313,1.2,3.6,.333,0.8,2.8,.286,.406,1.0,1.2,.833,0.2,3.0,3.2,0.8,0.4,0.0,0.2,1.4,6.2
74,Chaundee Brown Jr.,SF,23,LAL,2,0,10.5,0.5,3.5,.143,0.0,1.5,.000,0.5,2.0,.250,.143,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0
74,Chaundee Brown Jr.,SG,23,ATL,3,2,27.7,3.0,8.3,.360,2.0,5.0,.400,1.0,3.3,.300,.480,1.7,2.0,.833,0.3,4.3,4.7,1.3,0.7,0.0,0.0,2.3,9.7
75,Greg Brown III,SF,20,POR,48,6,13.3,1.7,4.0,.426,0.4,1.3,.311,1.3,2.7,.481,.476,0.9,1.4,.677,0.8,2.0,2.8,0.7,0.5,0.5,0.8,1.9,4.7
76,Jaylen Brown,SF,25,BOS,66,66,33.6,8.7,18.4,.473,2.5,7.0,.358,6.2,11.4,.544,.541,3.7,4.8,.758,0.8,5.3,6.1,3.5,1.1,0.3,2.7,2.5,23.6
77,Moses Brown,C,22,TOT,40,6,8.6,1.6,2.7,.593,0.0,0.0,,1.6,2.7,.593,.593,1.1,1.8,.597,1.0,2.4,3.4,0.0,0.2,0.4,0.5,1.3,4.3
77,Moses Brown,C,22,DAL,26,1,6.5,1.0,1.9,.540,0.0,0.0,,1.0,1.9,.540,.540,1.0,1.7,.628,0.6,1.7,2.3,0.0,0.1,0.3,0.5,1.1,3.1
77,Moses Brown,C,22,CLE,14,5,12.6,2.6,4.1,.638,0.0,0.0,,2.6,4.1,.638,.638,1.1,2.1,.552,1.6,3.6,5.3,0.0,0.3,0.5,0.4,1.8,6.4
78,Sterling Brown,SG,26,DAL,49,3,12.8,1.2,3.2,.381,0.6,1.9,.304,0.6,1.3,.492,.471,0.3,0.3,.933,0.5,2.5,3.0,0.7,0.3,0.1,0.5,1.1,3.3
79,Troy Brown Jr.,SF,22,CHI,66,7,16.0,1.6,3.9,.419,0.7,2.0,.353,0.9,1.9,.488,.510,0.3,0.4,.769,0.6,2.5,3.1,1.0,0.5,0.1,0.4,0.9,4.3
80,Jalen Brunson,SG,25,DAL,79,61,31.9,6.4,12.8,.502,1.2,3.2,.373,5.2,9.6,.545,.549,2.3,2.7,.840,0.5,3.4,3.9,4.8,0.8,0.0,1.6,1.9,16.3
81,Thomas Bryant,C,24,WAS,27,9,16.3,2.9,5.5,.520,0.4,1.6,.286,2.4,3.9,.613,.561,1.3,1.5,.875,1.0,3.0,4.0,0.9,0.2,0.8,0.7,1.6,7.4
82,Shaq Buchanan,SG,25,MEM,2,0,5.0,0.5,2.0,.250,0.0,1.0,.000,0.5,1.0,.500,.250,0.0,0.0,,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.5,1.0
83,Reggie Bullock,SF,30,DAL,68,37,28.0,3.0,7.4,.401,2.1,5.8,.360,0.9,1.6,.550,.542,0.6,0.7,.833,0.5,3.1,3.5,1.2,0.6,0.2,0.6,1.6,8.6
84,Trey Burke,PG,29,DAL,42,0,10.5,2.0,5.1,.391,0.6,2.0,.317,1.4,3.2,.436,.451,0.5,0.5,.870,0.1,0.7,0.8,1.4,0.3,0.0,0.6,0.9,5.1
85,Alec Burks,SG,30,NYK,81,44,28.6,3.5,9.0,.391,1.9,4.8,.404,1.6,4.2,.378,.499,2.7,3.3,.822,0.6,4.3,4.9,3.0,1.0,0.3,1.1,2.7,11.7
86,Jared Butler,SG,21,UTA,42,1,8.6,1.5,3.6,.404,0.7,2.1,.318,0.8,1.5,.524,.497,0.3,0.4,.688,0.1,1.0,1.1,1.5,0.4,0.2,0.8,1.1,3.8
87,Jimmy Butler,SF,32,MIA,57,57,33.9,7.0,14.5,.480,0.5,2.0,.233,6.5,12.5,.520,.496,6.9,8.0,.870,1.8,4.1,5.9,5.5,1.6,0.5,2.1,1.5,21.4
88,Devontae Cacok,PF,25,SAS,15,0,8.1,1.4,2.1,.677,0.0,0.0,,1.4,2.1,.677,.677,0.3,0.5,.571,0.5,2.3,2.8,0.4,0.5,0.5,0.2,1.1,3.1
89,Kentavious Caldwell-Pope,SG,28,WAS,77,77,30.2,4.7,10.8,.435,2.1,5.3,.390,2.6,5.5,.480,.531,1.8,2.0,.890,0.5,2.9,3.4,1.9,1.1,0.3,1.3,1.8,13.2
90,Facundo Campazzo,PG,30,DEN,65,4,18.2,1.6,4.6,.361,0.9,3.0,.301,0.8,1.6,.476,.459,0.9,1.2,.769,0.4,1.4,1.8,3.4,1.0,0.4,1.0,1.9,5.1
91,Vlatko Čančar,PF,24,DEN,15,1,11.7,1.5,2.7,.561,0.5,0.8,.583,1.1,1.9,.552,.646,0.6,0.9,.643,0.5,1.5,2.1,1.1,0.1,0.2,0.6,1.2,4.1
92,Devin Cannady,PG,25,ORL,5,0,29.0,3.0,8.8,.341,3.0,7.4,.405,0.0,1.4,.000,.511,1.0,1.4,.714,0.2,1.0,1.2,2.0,1.0,0.6,1.0,1.8,10.0
93,Clint Capela,C,27,ATL,74,73,27.6,5.0,8.2,.613,0.0,0.0,.000,5.0,8.1,.614,.613,1.1,2.3,.473,3.8,8.1,11.9,1.2,0.7,1.3,0.6,2.2,11.1
94,Vernon Carey Jr.,C,20,TOT,7,1,6.3,1.0,1.9,.538,0.0,0.0,,1.0,1.9,.538,.538,0.9,1.9,.462,1.1,0.6,1.7,0.0,0.3,0.1,0.4,0.6,2.9
94,Vernon Carey Jr.,C,20,CHO,4,1,4.3,0.8,1.5,.500,0.0,0.0,,0.8,1.5,.500,.500,0.5,0.8,.667,0.8,0.5,1.3,0.0,0.3,0.0,0.3,0.3,2.0
94,Vernon Carey Jr.,C,20,WAS,3,0,9.0,1.3,2.3,.571,0.0,0.0,,1.3,2.3,.571,.571,1.3,3.3,.400,1.7,0.7,2.3,0.0,0.3,0.3,0.7,1.0,4.0
95,Jevon Carter,PG,26,TOT,66,3,13.7,1.5,3.8,.387,1.0,2.6,.388,0.5,1.3,.386,.518,0.2,0.3,.833,0.2,1.5,1.7,1.5,0.4,0.2,0.5,1.0,4.2
95,Jevon Carter,PG,26,BRK,46,1,12.0,1.3,3.8,.333,0.9,2.8,.331,0.3,1.0,.340,.454,0.2,0.2,.700,0.2,1.3,1.5,1.0,0.3,0.2,0.6,1.0,3.6
95,Jevon Carter,PG,26,MIL,20,2,17.7,2.0,4.0,.506,1.2,2.2,.558,0.8,1.8,.444,.658,0.4,0.4,1.000,0.3,1.9,2.2,2.5,0.5,0.2,0.4,1.1,5.6
96,Wendell Carter Jr.,PF,22,ORL,62,61,29.9,5.8,11.0,.525,1.1,3.5,.327,4.7,7.6,.615,.576,2.3,3.3,.691,2.2,8.2,10.5,2.8,0.6,0.7,1.9,2.7,15.0
97,Alex Caruso,SG,27,CHI,41,18,28.0,2.5,6.2,.398,1.0,3.1,.333,1.5,3.2,.462,.480,1.4,1.8,.795,0.8,2.8,3.6,4.0,1.7,0.4,1.4,2.6,7.4
98,Willie Cauley-Stein,C,28,TOT,20,2,9.2,0.8,1.8,.457,0.1,0.1,.500,0.8,1.7,.455,.471,0.1,0.1,.500,0.7,1.4,2.0,0.5,0.3,0.2,0.4,1.0,1.7
